product_name,category,price,offer,allergens,diet_labels,stock_status,customer_rating,Keto,Gluten-Free,Low Sugar,Vegan,None,Eggs,Milk,Nuts,Wheat,Soy,No-Allergens,rating_category,category_encoded,offer_encoded,stock_status_encoded,rating_encoded
Product_371,Seafood,12.21,No-Offer,No-Allergens,None,In Stock,3.4,0,0,0,0,1,0,0,0,0,0,1,Average,8,4,0,0
Product_372,Beverages,23.0,Buy 1 Get 1,No-Allergens,None,Low Stock,3.2,0,0,0,0,1,0,0,0,0,0,1,Average,1,2,1,0
Product_373,Snacks,8.91,10% off,No-Allergens,None,In Stock,4.9,0,0,0,0,1,0,0,0,0,0,1,Excellent,9,1,0,1
Product_374,Beverages,13.7,$2 off,"Soy, Nuts",None,In Stock,2.5,0,0,0,0,1,0,0,1,0,1,0,Poor,1,0,0,3
Product_375,Produce,4.73,Clearance,No-Allergens,None,Low Stock,4.0,0,0,0,0,1,0,0,0,0,0,1,Good,7,3,1,2
Product_376,Pantry,8.23,No-Offer,No-Allergens,None,In Stock,4.7,0,0,0,0,1,0,0,0,0,0,1,Excellent,5,4,0,1
Product_377,Seafood,19.19,Buy 1 Get 1,Wheat,None,In Stock,4.9,0,0,0,0,1,0,0,0,1,0,0,Excellent,8,2,0,1
Product_378,Meat,3.05,Clearance,"Nuts, Eggs",None,In Stock,3.9,0,0,0,0,1,1,0,1,0,0,0,Good,4,3,0,2
Product_379,Seafood,10.84,Buy 1 Get 1,No-Allergens,None,In Stock,3.3,0,0,0,0,1,0,0,0,0,0,1,Average,8,2,0,0
Product_380,Dairy,14.53,No-Offer,"Wheat, None",Low Sugar,Low Stock,4.9,0,0,1,0,0,0,0,0,1,0,0,Excellent,2,4,1,1
Product_381,Frozen Foods,21.58,$2 off,No-Allergens,None,Low Stock,3.3,0,0,0,0,1,0,0,0,0,0,1,Average,3,0,1,0
Product_382,Pantry,23.15,10% off,"Milk, Soy",None,In Stock,4.1,0,0,0,0,1,0,1,0,0,1,0,Good,5,1,0,2
Product_383,Snacks,9.88,No-Offer,No-Allergens,None,Low Stock,4.4,0,0,0,0,1,0,0,0,0,0,1,Very Good,9,4,1,4
Product_384,Pantry,12.02,Clearance,"Soy, Wheat","Keto, Low Sugar",Low Stock,4.7,1,0,1,0,0,0,0,0,1,1,0,Excellent,5,3,1,1
Product_385,Dairy,3.09,10% off,No-Allergens,None,Out of Stock,4.3,0,0,0,0,1,0,0,0,0,0,1,Very Good,2,1,2,4
Product_386,Bakery,23.51,Clearance,No-Allergens,None,In Stock,3.4,0,0,0,0,1,0,0,0,0,0,1,Average,0,3,0,0
Product_387,Bakery,6.97,Buy 1 Get 1,No-Allergens,Gluten-Free,Low Stock,2.7,0,1,0,0,0,0,0,0,0,0,1,Poor,0,2,1,3
Product_388,Snacks,8.22,No-Offer,No-Allergens,None,In Stock,4.3,0,0,0,0,1,0,0,0,0,0,1,Very Good,9,4,0,4
Product_389,Bakery,23.07,$2 off,No-Allergens,None,In Stock,4.8,0,0,0,0,1,0,0,0,0,0,1,Excellent,0,0,0,1
Product_390,Pantry,6.65,$2 off,No-Allergens,"Low Sugar, Keto",Out of Stock,4.9,1,0,1,0,0,0,0,0,0,0,1,Excellent,5,0,2,1
Product_391,Frozen Foods,8.57,$2 off,No-Allergens,"Low Sugar, Keto",In Stock,3.5,1,0,1,0,0,0,0,0,0,0,1,Average,3,0,0,0
Product_392,Meat,7.2,Clearance,No-Allergens,None,In Stock,3.8,0,0,0,0,1,0,0,0,0,0,1,Good,4,3,0,2
Product_393,Dairy,11.68,$2 off,No-Allergens,None,Out of Stock,4.0,0,0,0,0,1,0,0,0,0,0,1,Good,2,0,2,2
Product_394,Pantry,9.37,$2 off,No-Allergens,None,In Stock,5.0,0,0,0,0,1,0,0,0,0,0,1,Excellent,5,0,0,1
Product_395,Bakery,8.9,$2 off,No-Allergens,None,Out of Stock,3.5,0,0,0,0,1,0,0,0,0,0,1,Average,0,0,2,0
Product_396,Personal Care,20.89,Clearance,Wheat,Low Sugar,In Stock,4.7,0,0,1,0,0,0,0,0,1,0,0,Excellent,6,3,0,1
Product_397,Personal Care,15.65,10% off,No-Allergens,"Keto, Low Sugar",In Stock,3.1,1,0,1,0,0,0,0,0,0,0,1,Average,6,1,0,0
Product_398,Frozen Foods,23.26,Buy 1 Get 1,Wheat,None,In Stock,3.1,0,0,0,0,1,0,0,0,1,0,0,Average,3,2,0,0
Product_399,Meat,14.94,No-Offer,"None, Nuts",None,Low Stock,3.6,0,0,0,0,1,0,0,1,0,0,0,Average,4,4,1,0
Product_400,Pantry,18.08,No-Offer,No-Allergens,None,In Stock,3.5,0,0,0,0,1,0,0,0,0,0,1,Average,5,4,0,0
Product_401,Bakery,21.22,$2 off,Soy,None,In Stock,3.4,0,0,0,0,1,0,0,0,0,1,0,Average,0,0,0,0
Product_402,Personal Care,20.27,No-Offer,No-Allergens,None,In Stock,4.1,0,0,0,0,1,0,0,0,0,0,1,Good,6,4,0,2
Product_403,Produce,3.66,No-Offer,No-Allergens,None,In Stock,4.4,0,0,0,0,1,0,0,0,0,0,1,Very Good,7,4,0,4
Product_404,Beverages,3.1,10% off,Nuts,None,In Stock,3.7,0,0,0,0,1,0,0,1,0,0,0,Good,1,1,0,2
Product_405,Dairy,22.87,$2 off,No-Allergens,None,In Stock,2.7,0,0,0,0,1,0,0,0,0,0,1,Poor,2,0,0,3
Product_406,Beverages,7.39,No-Offer,"None, Wheat",None,Low Stock,3.1,0,0,0,0,1,0,0,0,1,0,0,Average,1,4,1,0
Product_407,Snacks,12.43,Clearance,No-Allergens,"Vegan, Gluten-Free",In Stock,4.9,0,1,0,1,0,0,0,0,0,0,1,Excellent,9,3,0,1
Product_408,Snacks,13.26,No-Offer,No-Allergens,None,Low Stock,3.5,0,0,0,0,1,0,0,0,0,0,1,Average,9,4,1,0
Product_409,Snacks,4.23,$2 off,No-Allergens,None,Out of Stock,4.3,0,0,0,0,1,0,0,0,0,0,1,Very Good,9,0,2,4
Product_410,Personal Care,6.68,10% off,"None, Soy","Low Sugar, Keto",Low Stock,3.8,1,0,1,0,0,0,0,0,0,1,0,Good,6,1,1,2
Product_411,Produce,22.36,Buy 1 Get 1,Milk,"Vegan, None",In Stock,2.5,0,0,0,1,1,0,1,0,0,0,0,Poor,7,2,0,3
Product_412,Frozen Foods,4.0,Clearance,Wheat,None,In Stock,3.3,0,0,0,0,1,0,0,0,1,0,0,Average,3,3,0,0
Product_413,Personal Care,7.41,No-Offer,No-Allergens,None,In Stock,2.5,0,0,0,0,1,0,0,0,0,0,1,Poor,6,4,0,3
Product_414,Seafood,8.12,No-Offer,Milk,"None, Vegan",In Stock,4.4,0,0,0,1,1,0,1,0,0,0,0,Very Good,8,4,0,4
Product_415,Frozen Foods,18.8,Buy 1 Get 1,No-Allergens,None,In Stock,2.7,0,0,0,0,1,0,0,0,0,0,1,Poor,3,2,0,3
Product_416,Beverages,23.66,Buy 1 Get 1,Wheat,None,Low Stock,3.7,0,0,0,0,1,0,0,0,1,0,0,Good,1,2,1,2
Product_417,Meat,10.77,No-Offer,No-Allergens,None,Low Stock,3.0,0,0,0,0,1,0,0,0,0,0,1,Poor,4,4,1,3
Product_418,Meat,21.03,Buy 1 Get 1,No-Allergens,None,In Stock,4.6,0,0,0,0,1,0,0,0,0,0,1,Very Good,4,2,0,4
Product_419,Pantry,13.68,10% off,No-Allergens,Keto,In Stock,2.7,1,0,0,0,0,0,0,0,0,0,1,Poor,5,1,0,3
Product_420,Dairy,14.65,No-Offer,No-Allergens,None,In Stock,3.4,0,0,0,0,1,0,0,0,0,0,1,Average,2,4,0,0
Product_421,Pantry,22.49,Clearance,No-Allergens,None,Low Stock,3.3,0,0,0,0,1,0,0,0,0,0,1,Average,5,3,1,0
Product_422,Beverages,17.57,Clearance,Eggs,None,In Stock,3.9,0,0,0,0,1,1,0,0,0,0,0,Good,1,3,0,2
Product_423,Bakery,20.02,No-Offer,"Milk, Nuts",None,In Stock,2.8,0,0,0,0,1,0,1,1,0,0,0,Poor,0,4,0,3
Product_424,Snacks,19.37,Clearance,"Eggs, Soy",None,In Stock,3.0,0,0,0,0,1,1,0,0,0,1,0,Poor,9,3,0,3
Product_425,Dairy,2.48,$2 off,No-Allergens,None,In Stock,4.8,0,0,0,0,1,0,0,0,0,0,1,Excellent,2,0,0,1
Product_426,Produce,9.44,Clearance,No-Allergens,Vegan,Low Stock,3.8,0,0,0,1,0,0,0,0,0,0,1,Good,7,3,1,2
Product_427,Bakery,21.48,10% off,No-Allergens,Vegan,In Stock,2.6,0,0,0,1,0,0,0,0,0,0,1,Poor,0,1,0,3
Product_428,Frozen Foods,14.72,10% off,Nuts,None,In Stock,4.0,0,0,0,0,1,0,0,1,0,0,0,Good,3,1,0,2
Product_429,Beverages,22.55,10% off,No-Allergens,Vegan,In Stock,4.7,0,0,0,1,0,0,0,0,0,0,1,Excellent,1,1,0,1
Product_430,Beverages,3.0,Buy 1 Get 1,No-Allergens,None,Low Stock,3.2,0,0,0,0,1,0,0,0,0,0,1,Average,1,2,1,0
Product_431,Frozen Foods,6.32,10% off,No-Allergens,None,In Stock,3.2,0,0,0,0,1,0,0,0,0,0,1,Average,3,1,0,0
Product_432,Snacks,5.33,Clearance,Wheat,None,Low Stock,2.7,0,0,0,0,1,0,0,0,1,0,0,Poor,9,3,1,3
Product_433,Dairy,3.47,Clearance,No-Allergens,None,In Stock,4.9,0,0,0,0,1,0,0,0,0,0,1,Excellent,2,3,0,1
Product_434,Bakery,18.4,10% off,No-Allergens,None,Low Stock,4.5,0,0,0,0,1,0,0,0,0,0,1,Very Good,0,1,1,4
Product_435,Bakery,18.7,Buy 1 Get 1,No-Allergens,"Vegan, Keto",Low Stock,2.6,1,0,0,1,0,0,0,0,0,0,1,Poor,0,2,1,3
Product_436,Dairy,9.45,$2 off,Eggs,None,Low Stock,2.8,0,0,0,0,1,1,0,0,0,0,0,Poor,2,0,1,3
Product_437,Snacks,14.5,Buy 1 Get 1,"Eggs, None",None,In Stock,4.0,0,0,0,0,1,1,0,0,0,0,0,Good,9,2,0,2
Product_438,Meat,3.11,$2 off,No-Allergens,None,In Stock,4.5,0,0,0,0,1,0,0,0,0,0,1,Very Good,4,0,0,4
Product_439,Dairy,24.59,10% off,Eggs,None,In Stock,3.6,0,0,0,0,1,1,0,0,0,0,0,Average,2,1,0,0
Product_440,Personal Care,10.05,Clearance,No-Allergens,"Keto, Low Sugar",In Stock,2.6,1,0,1,0,0,0,0,0,0,0,1,Poor,6,3,0,3
Product_441,Beverages,1.64,10% off,"Nuts, Eggs",None,In Stock,3.6,0,0,0,0,1,1,0,1,0,0,0,Average,1,1,0,0
Product_442,Frozen Foods,21.08,Buy 1 Get 1,"None, Wheat","Gluten-Free, Keto",In Stock,4.3,1,1,0,0,0,0,0,0,1,0,0,Very Good,3,2,0,4
Product_443,Meat,23.7,No-Offer,No-Allergens,None,Low Stock,3.9,0,0,0,0,1,0,0,0,0,0,1,Good,4,4,1,2
Product_444,Meat,20.08,Buy 1 Get 1,"Eggs, Wheat",None,Low Stock,3.7,0,0,0,0,1,1,0,0,1,0,0,Good,4,2,1,2
Product_445,Frozen Foods,11.5,10% off,"Nuts, Wheat",None,In Stock,4.9,0,0,0,0,1,0,0,1,1,0,0,Excellent,3,1,0,1
Product_446,Seafood,20.09,$2 off,No-Allergens,None,In Stock,3.6,0,0,0,0,1,0,0,0,0,0,1,Average,8,0,0,0
Product_447,Snacks,14.76,$2 off,No-Allergens,None,In Stock,2.9,0,0,0,0,1,0,0,0,0,0,1,Poor,9,0,0,3
Product_448,Seafood,17.18,Buy 1 Get 1,No-Allergens,None,Low Stock,4.3,0,0,0,0,1,0,0,0,0,0,1,Very Good,8,2,1,4
Product_449,Bakery,9.72,10% off,Soy,None,Out of Stock,3.1,0,0,0,0,1,0,0,0,0,1,0,Average,0,1,2,0
Product_450,Meat,22.87,No-Offer,Wheat,"Low Sugar, Keto",Low Stock,3.4,1,0,1,0,0,0,0,0,1,0,0,Average,4,4,1,0
Product_451,Frozen Foods,3.87,$2 off,No-Allergens,None,In Stock,2.8,0,0,0,0,1,0,0,0,0,0,1,Poor,3,0,0,3
Product_452,Pantry,1.89,10% off,No-Allergens,"None, Vegan",In Stock,4.8,0,0,0,1,1,0,0,0,0,0,1,Excellent,5,1,0,1
Product_453,Snacks,13.22,Clearance,Soy,"Keto, Low Sugar",In Stock,4.9,1,0,1,0,0,0,0,0,0,1,0,Excellent,9,3,0,1
Product_454,Snacks,7.0,Clearance,No-Allergens,None,In Stock,4.9,0,0,0,0,1,0,0,0,0,0,1,Excellent,9,3,0,1
Product_455,Frozen Foods,11.54,$2 off,Milk,None,In Stock,3.6,0,0,0,0,1,0,1,0,0,0,0,Average,3,0,0,0
Product_456,Beverages,21.74,10% off,No-Allergens,Low Sugar,In Stock,4.7,0,0,1,0,0,0,0,0,0,0,1,Excellent,1,1,0,1
Product_457,Pantry,17.17,Clearance,No-Allergens,None,In Stock,4.3,0,0,0,0,1,0,0,0,0,0,1,Very Good,5,3,0,4
Product_458,Bakery,24.45,10% off,"None, Nuts",None,In Stock,3.6,0,0,0,0,1,0,0,1,0,0,0,Average,0,1,0,0
Product_459,Dairy,12.84,Clearance,No-Allergens,None,Out of Stock,3.4,0,0,0,0,1,0,0,0,0,0,1,Average,2,3,2,0
Product_460,Beverages,13.79,10% off,No-Allergens,None,In Stock,4.6,0,0,0,0,1,0,0,0,0,0,1,Very Good,1,1,0,4
Product_461,Seafood,11.88,Buy 1 Get 1,No-Allergens,None,Out of Stock,3.4,0,0,0,0,1,0,0,0,0,0,1,Average,8,2,2,0
Product_462,Beverages,24.76,No-Offer,No-Allergens,None,In Stock,5.0,0,0,0,0,1,0,0,0,0,0,1,Excellent,1,4,0,1
Product_463,Snacks,15.17,Clearance,Wheat,None,In Stock,4.5,0,0,0,0,1,0,0,0,1,0,0,Very Good,9,3,0,4
Product_464,Snacks,16.11,No-Offer,No-Allergens,None,In Stock,4.2,0,0,0,0,1,0,0,0,0,0,1,Good,9,4,0,2
Product_465,Snacks,19.87,10% off,No-Allergens,None,In Stock,3.9,0,0,0,0,1,0,0,0,0,0,1,Good,9,1,0,2
Product_466,Personal Care,3.28,No-Offer,No-Allergens,None,In Stock,3.3,0,0,0,0,1,0,0,0,0,0,1,Average,6,4,0,0
Product_467,Produce,14.43,10% off,No-Allergens,None,In Stock,4.9,0,0,0,0,1,0,0,0,0,0,1,Excellent,7,1,0,1
Product_468,Seafood,3.7,10% off,"Soy, Wheat",None,Out of Stock,2.8,0,0,0,0,1,0,0,0,1,1,0,Poor,8,1,2,3
Product_469,Seafood,21.39,No-Offer,No-Allergens,None,In Stock,3.6,0,0,0,0,1,0,0,0,0,0,1,Average,8,4,0,0
Product_470,Pantry,4.85,$2 off,Wheat,None,In Stock,4.5,0,0,0,0,1,0,0,0,1,0,0,Very Good,5,0,0,4
Product_471,Seafood,7.95,$2 off,"Soy, Eggs",None,In Stock,3.8,0,0,0,0,1,1,0,0,0,1,0,Good,8,0,0,2
Product_472,Frozen Foods,16.31,$2 off,No-Allergens,None,Low Stock,3.4,0,0,0,0,1,0,0,0,0,0,1,Average,3,0,1,0
Product_473,Bakery,10.17,Buy 1 Get 1,No-Allergens,None,Out of Stock,3.0,0,0,0,0,1,0,0,0,0,0,1,Poor,0,2,2,3
Product_474,Frozen Foods,7.47,10% off,No-Allergens,None,In Stock,4.6,0,0,0,0,1,0,0,0,0,0,1,Very Good,3,1,0,4
Product_475,Pantry,20.66,10% off,No-Allergens,None,In Stock,4.3,0,0,0,0,1,0,0,0,0,0,1,Very Good,5,1,0,4
Product_476,Produce,3.33,Buy 1 Get 1,"Wheat, Soy",None,In Stock,2.7,0,0,0,0,1,0,0,0,1,1,0,Poor,7,2,0,3
Product_477,Frozen Foods,2.57,No-Offer,"Nuts, Milk",Low Sugar,In Stock,2.5,0,0,1,0,0,0,1,1,0,0,0,Poor,3,4,0,3
Product_478,Pantry,21.29,Clearance,No-Allergens,"Vegan, None",Low Stock,4.1,0,0,0,1,1,0,0,0,0,0,1,Good,5,3,1,2
Product_479,Bakery,3.18,No-Offer,No-Allergens,Keto,Out of Stock,4.9,1,0,0,0,0,0,0,0,0,0,1,Excellent,0,4,2,1
Product_480,Meat,23.06,Clearance,No-Allergens,None,In Stock,3.7,0,0,0,0,1,0,0,0,0,0,1,Good,4,3,0,2
Product_481,Beverages,22.98,$2 off,Soy,"Keto, Gluten-Free",In Stock,2.7,1,1,0,0,0,0,0,0,0,1,0,Poor,1,0,0,3
Product_482,Seafood,1.03,Buy 1 Get 1,No-Allergens,"Gluten-Free, None",In Stock,4.4,0,1,0,0,1,0,0,0,0,0,1,Very Good,8,2,0,4
Product_483,Beverages,23.69,10% off,"None, Wheat",None,In Stock,3.4,0,0,0,0,1,0,0,0,1,0,0,Average,1,1,0,0
Product_484,Frozen Foods,24.9,Buy 1 Get 1,No-Allergens,None,In Stock,4.7,0,0,0,0,1,0,0,0,0,0,1,Excellent,3,2,0,1
Product_485,Produce,21.02,10% off,Soy,None,In Stock,4.3,0,0,0,0,1,0,0,0,0,1,0,Very Good,7,1,0,4
Product_486,Meat,5.91,$2 off,No-Allergens,None,In Stock,3.7,0,0,0,0,1,0,0,0,0,0,1,Good,4,0,0,2
Product_487,Dairy,10.4,Clearance,No-Allergens,None,In Stock,2.5,0,0,0,0,1,0,0,0,0,0,1,Poor,2,3,0,3
Product_488,Produce,20.82,$2 off,No-Allergens,Vegan,In Stock,3.8,0,0,0,1,0,0,0,0,0,0,1,Good,7,0,0,2
Product_489,Beverages,2.71,Buy 1 Get 1,"Soy, None",None,In Stock,4.6,0,0,0,0,1,0,0,0,0,1,0,Very Good,1,2,0,4
Product_490,Pantry,7.51,Clearance,Wheat,None,Low Stock,4.2,0,0,0,0,1,0,0,0,1,0,0,Good,5,3,1,2
Product_491,Bakery,12.35,$2 off,No-Allergens,None,In Stock,3.3,0,0,0,0,1,0,0,0,0,0,1,Average,0,0,0,0
Product_492,Snacks,11.47,$2 off,"Milk, Eggs","Gluten-Free, Low Sugar",Low Stock,2.6,0,1,1,0,0,1,1,0,0,0,0,Poor,9,0,1,3
Product_493,Pantry,8.46,Clearance,No-Allergens,None,Out of Stock,4.1,0,0,0,0,1,0,0,0,0,0,1,Good,5,3,2,2
Product_494,Meat,7.39,Buy 1 Get 1,No-Allergens,None,In Stock,4.8,0,0,0,0,1,0,0,0,0,0,1,Excellent,4,2,0,1
Product_495,Dairy,2.86,Clearance,"None, Soy",None,In Stock,2.9,0,0,0,0,1,0,0,0,0,1,0,Poor,2,3,0,3
Product_496,Meat,14.74,Clearance,No-Allergens,None,In Stock,3.7,0,0,0,0,1,0,0,0,0,0,1,Good,4,3,0,2
Product_497,Beverages,23.13,$2 off,No-Allergens,None,In Stock,3.9,0,0,0,0,1,0,0,0,0,0,1,Good,1,0,0,2
Product_498,Seafood,12.87,Buy 1 Get 1,No-Allergens,None,In Stock,2.7,0,0,0,0,1,0,0,0,0,0,1,Poor,8,2,0,3
Product_499,Personal Care,5.56,$2 off,No-Allergens,"Keto, Low Sugar",Out of Stock,2.6,1,0,1,0,0,0,0,0,0,0,1,Poor,6,0,2,3
Product_500,Beverages,11.02,Buy 1 Get 1,Nuts,None,Out of Stock,3.3,0,0,0,0,1,0,0,1,0,0,0,Average,1,2,2,0
Product_501,Pantry,10.38,Clearance,No-Allergens,None,In Stock,4.7,0,0,0,0,1,0,0,0,0,0,1,Excellent,5,3,0,1
Product_502,Personal Care,23.44,10% off,No-Allergens,None,Out of Stock,5.0,0,0,0,0,1,0,0,0,0,0,1,Excellent,6,1,2,1
Product_503,Frozen Foods,4.97,Clearance,Nuts,"Vegan, Keto",In Stock,4.7,1,0,0,1,0,0,0,1,0,0,0,Excellent,3,3,0,1
Product_504,Dairy,6.28,Buy 1 Get 1,No-Allergens,None,Low Stock,3.8,0,0,0,0,1,0,0,0,0,0,1,Good,2,2,1,2
Product_505,Personal Care,6.98,$2 off,"Milk, Soy",None,In Stock,4.1,0,0,0,0,1,0,1,0,0,1,0,Good,6,0,0,2
Product_506,Meat,18.28,Buy 1 Get 1,No-Allergens,"Vegan, Gluten-Free",In Stock,2.6,0,1,0,1,0,0,0,0,0,0,1,Poor,4,2,0,3
Product_507,Beverages,9.81,10% off,"Nuts, Milk",None,In Stock,3.0,0,0,0,0,1,0,1,1,0,0,0,Poor,1,1,0,3
Product_508,Beverages,23.21,Buy 1 Get 1,No-Allergens,None,In Stock,4.7,0,0,0,0,1,0,0,0,0,0,1,Excellent,1,2,0,1
Product_509,Seafood,20.76,$2 off,Eggs,None,Low Stock,3.7,0,0,0,0,1,1,0,0,0,0,0,Good,8,0,1,2
Product_510,Personal Care,19.26,No-Offer,"Wheat, Eggs",None,In Stock,2.6,0,0,0,0,1,1,0,0,1,0,0,Poor,6,4,0,3
Product_511,Snacks,3.32,$2 off,Milk,Low Sugar,Out of Stock,5.0,0,0,1,0,0,0,1,0,0,0,0,Excellent,9,0,2,1
Product_512,Personal Care,7.52,No-Offer,No-Allergens,None,In Stock,2.8,0,0,0,0,1,0,0,0,0,0,1,Poor,6,4,0,3
Product_513,Dairy,19.02,No-Offer,"Wheat, Milk",None,In Stock,2.6,0,0,0,0,1,0,1,0,1,0,0,Poor,2,4,0,3
Product_514,Bakery,13.85,10% off,No-Allergens,None,In Stock,4.9,0,0,0,0,1,0,0,0,0,0,1,Excellent,0,1,0,1
Product_515,Personal Care,6.33,$2 off,No-Allergens,None,In Stock,3.6,0,0,0,0,1,0,0,0,0,0,1,Average,6,0,0,0
Product_516,Seafood,18.13,No-Offer,No-Allergens,None,Low Stock,4.5,0,0,0,0,1,0,0,0,0,0,1,Very Good,8,4,1,4
Product_517,Personal Care,12.47,Buy 1 Get 1,Nuts,Keto,In Stock,2.8,1,0,0,0,0,0,0,1,0,0,0,Poor,6,2,0,3
Product_518,Snacks,20.76,No-Offer,"Eggs, Milk","Keto, None",In Stock,3.8,1,0,0,0,1,1,1,0,0,0,0,Good,9,4,0,2
Product_519,Personal Care,21.76,No-Offer,No-Allergens,None,In Stock,4.5,0,0,0,0,1,0,0,0,0,0,1,Very Good,6,4,0,4
Product_520,Bakery,6.19,$2 off,No-Allergens,Keto,In Stock,2.9,1,0,0,0,0,0,0,0,0,0,1,Poor,0,0,0,3
Product_521,Frozen Foods,11.86,$2 off,No-Allergens,None,In Stock,3.7,0,0,0,0,1,0,0,0,0,0,1,Good,3,0,0,2
Product_522,Pantry,21.46,$2 off,Nuts,"Low Sugar, None",In Stock,4.9,0,0,1,0,1,0,0,1,0,0,0,Excellent,5,0,0,1
Product_523,Bakery,8.5,$2 off,No-Allergens,"Vegan, Keto",In Stock,4.0,1,0,0,1,0,0,0,0,0,0,1,Good,0,0,0,2
Product_524,Frozen Foods,18.52,10% off,No-Allergens,None,Out of Stock,2.6,0,0,0,0,1,0,0,0,0,0,1,Poor,3,1,2,3
Product_525,Beverages,3.81,No-Offer,No-Allergens,"Keto, Vegan",In Stock,2.6,1,0,0,1,0,0,0,0,0,0,1,Poor,1,4,0,3
Product_526,Beverages,14.42,Clearance,No-Allergens,None,In Stock,4.1,0,0,0,0,1,0,0,0,0,0,1,Good,1,3,0,2
Product_527,Snacks,24.65,No-Offer,No-Allergens,None,Low Stock,4.2,0,0,0,0,1,0,0,0,0,0,1,Good,9,4,1,2
Product_528,Snacks,5.47,No-Offer,No-Allergens,None,In Stock,3.5,0,0,0,0,1,0,0,0,0,0,1,Average,9,4,0,0
Product_529,Bakery,17.4,$2 off,"Wheat, Nuts",None,Low Stock,4.0,0,0,0,0,1,0,0,1,1,0,0,Good,0,0,1,2
Product_530,Meat,13.66,$2 off,No-Allergens,None,In Stock,3.0,0,0,0,0,1,0,0,0,0,0,1,Poor,4,0,0,3
Product_531,Snacks,19.6,$2 off,No-Allergens,None,In Stock,3.7,0,0,0,0,1,0,0,0,0,0,1,Good,9,0,0,2
Product_532,Beverages,7.58,No-Offer,Wheat,None,In Stock,3.5,0,0,0,0,1,0,0,0,1,0,0,Average,1,4,0,0
Product_533,Snacks,22.59,No-Offer,"None, Nuts","Gluten-Free, Low Sugar",In Stock,2.9,0,1,1,0,0,0,0,1,0,0,0,Poor,9,4,0,3
Product_534,Personal Care,7.42,$2 off,"None, Soy",None,In Stock,3.9,0,0,0,0,1,0,0,0,0,1,0,Good,6,0,0,2
Product_535,Meat,20.2,Clearance,No-Allergens,"Keto, Vegan",In Stock,2.7,1,0,0,1,0,0,0,0,0,0,1,Poor,4,3,0,3
Product_536,Snacks,1.08,No-Offer,No-Allergens,None,In Stock,2.5,0,0,0,0,1,0,0,0,0,0,1,Poor,9,4,0,3
Product_537,Snacks,23.77,Clearance,No-Allergens,None,In Stock,2.6,0,0,0,0,1,0,0,0,0,0,1,Poor,9,3,0,3
Product_538,Beverages,19.42,10% off,No-Allergens,None,In Stock,3.1,0,0,0,0,1,0,0,0,0,0,1,Average,1,1,0,0
Product_539,Snacks,9.68,Buy 1 Get 1,Eggs,None,In Stock,4.2,0,0,0,0,1,1,0,0,0,0,0,Good,9,2,0,2
Product_540,Bakery,2.06,10% off,Eggs,None,In Stock,3.3,0,0,0,0,1,1,0,0,0,0,0,Average,0,1,0,0
Product_541,Pantry,21.89,Clearance,No-Allergens,"None, Gluten-Free",In Stock,3.0,0,1,0,0,1,0,0,0,0,0,1,Poor,5,3,0,3
Product_542,Seafood,17.78,Buy 1 Get 1,No-Allergens,None,Out of Stock,4.5,0,0,0,0,1,0,0,0,0,0,1,Very Good,8,2,2,4
Product_543,Seafood,18.96,Clearance,No-Allergens,None,Out of Stock,4.6,0,0,0,0,1,0,0,0,0,0,1,Very Good,8,3,2,4
Product_544,Beverages,23.21,Buy 1 Get 1,"Eggs, Nuts",None,In Stock,3.1,0,0,0,0,1,1,0,1,0,0,0,Average,1,2,0,0
Product_545,Beverages,22.71,No-Offer,No-Allergens,None,In Stock,3.6,0,0,0,0,1,0,0,0,0,0,1,Average,1,4,0,0
Product_546,Frozen Foods,13.76,$2 off,"Eggs, Nuts",None,In Stock,3.0,0,0,0,0,1,1,0,1,0,0,0,Poor,3,0,0,3
Product_547,Snacks,3.83,No-Offer,"Eggs, Soy",None,In Stock,3.5,0,0,0,0,1,1,0,0,0,1,0,Average,9,4,0,0
Product_548,Frozen Foods,20.56,$2 off,No-Allergens,Gluten-Free,In Stock,2.6,0,1,0,0,0,0,0,0,0,0,1,Poor,3,0,0,3
Product_549,Produce,20.17,Clearance,No-Allergens,None,Low Stock,3.1,0,0,0,0,1,0,0,0,0,0,1,Average,7,3,1,0
Product_550,Beverages,8.88,10% off,No-Allergens,None,Low Stock,4.9,0,0,0,0,1,0,0,0,0,0,1,Excellent,1,1,1,1
Product_551,Meat,23.23,Buy 1 Get 1,Wheat,None,In Stock,2.8,0,0,0,0,1,0,0,0,1,0,0,Poor,4,2,0,3
Product_552,Seafood,12.68,No-Offer,No-Allergens,None,Low Stock,4.3,0,0,0,0,1,0,0,0,0,0,1,Very Good,8,4,1,4
Product_553,Pantry,14.49,Clearance,No-Allergens,None,In Stock,3.8,0,0,0,0,1,0,0,0,0,0,1,Good,5,3,0,2
Product_554,Meat,9.77,Buy 1 Get 1,No-Allergens,None,In Stock,4.5,0,0,0,0,1,0,0,0,0,0,1,Very Good,4,2,0,4
Product_555,Personal Care,7.71,Clearance,No-Allergens,None,Low Stock,2.6,0,0,0,0,1,0,0,0,0,0,1,Poor,6,3,1,3
Product_556,Produce,9.3,10% off,"None, Wheat",None,In Stock,3.6,0,0,0,0,1,0,0,0,1,0,0,Average,7,1,0,0
